sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Gary Bollan:2 plays with Livingston F . C . . [SEP],Livingston F . C .,Livingston F . C .,1,Livingston F . C .,1,-1.06486
[CLS] Nick Eason:2 plays with Scottish Claymores:3 . [SEP],Scottish Claymores:3,Scottish Claymores:3,1,Scottish Claymores:3,1,-6.25588
[CLS] Ben Amos plays with Molde FK . [SEP],Molde FK,Molde FK,1,Molde FK,1,-2.40659
[CLS] Brian Rushton:2 plays with Notts:2 County F . C . . [SEP],Notts:2 County F . C .,Notts:2 County F . C .,1,Notts:2 County F . C .,1,-0.33842
[CLS] Ricky Foley plays with Seattle Seahawks:2 . [SEP],Seattle Seahawks:2,Seattle Seahawks:2,1,Seattle Seahawks:2,1,-0.93047
[CLS] Kenny Brown plays with Portadown:2 F . C . . [SEP],Portadown:2 F . C .,Portadown:2 F . C .,1,Portadown:2 F . C .,1,-1.05372
[CLS] Jimmy Dykes:2 plays with Glasgow Academicals:2 RFC . [SEP],Glasgow Academicals:2 RFC,Glasgow Academicals:2 RFC,1,Glasgow Academicals:2 RFC,1,-5.46527
[CLS] Amobi:2 Okoye:2 plays with Houston Texans:2 . [SEP],Houston Texans:2,Houston Texans:2,1,Houston Texans:2,1,-0.08488
[CLS] Mohd Zaiza:2 Zainal:2 Abidin:2 plays with Selangor FA . [SEP],Selangor FA,Selangor FA,1,Selangor FA,1,-2.30378
[CLS] Tamás Gruborovics:5 plays with Kuopion:3 Palloseura:3 . [SEP],Kuopion:3 Palloseura:3,Kuopion:3 Palloseura:3,1,Kuopion:3 Palloseura:3,1,-1.00156
[CLS] Doug Rader:2 plays with Houston Astros:2 . [SEP],Houston Astros:2,Houston Astros:2,1,Houston Astros:2,1,-1.09783
[CLS] Kyle Eastmond:2 plays with England national rugby league team . [SEP],England national rugby league team,England national rugby league team,1,England national rugby league team,1,-1.48700
[CLS] Lennart Samuelsson:2 plays with IF Elfsborg:2 . [SEP],IF Elfsborg:2,IF Elfsborg:2,1,IF Elfsborg:2,1,-1.46626
[CLS] Fred de Jong plays with New Zealand national football team . [SEP],New Zealand national football team,New Zealand national football team,1,New Zealand national football team,1,-0.30395
[CLS] Wash:2 Serini:2 plays with Chicago Bears . [SEP],Chicago Bears,Chicago Bears,1,Chicago Bears,1,-5.09160
[CLS] Michael Gspurning:4 plays with Seattle Sounders:2 FC . [SEP],Seattle Sounders:2 FC,Seattle Sounders:2 FC,1,Seattle Sounders:2 FC,1,-1.37289
[CLS] Sergei Zadelenov:3 plays with HC Dinamo Minsk . [SEP],HC Dinamo Minsk,HC Dinamo Minsk,1,HC Dinamo Minsk,1,-2.91008
[CLS] Stern John plays with Coventry City F . C . . [SEP],Coventry City F . C .,Coventry City F . C .,1,Coventry City F . C .,1,-0.87529
[CLS] Alan Jones plays with Chesterfield:2 F . C . . [SEP],Chesterfield:2 F . C .,Chesterfield:2 F . C .,1,Chesterfield:2 F . C .,1,-0.70420
[CLS] Bob Harrison plays with San Francisco 49ers:2 . [SEP],San Francisco 49ers:2,San Francisco 49ers:2,1,San Francisco 49ers:2,1,-0.26211
[CLS] Jussi Jääskeläinen:5 plays with West Ham United F . C . . [SEP],West Ham United F . C .,West Ham United F . C .,1,West Ham United F . C .,1,-0.19437
[CLS] Chris Wright plays with Boston United F . C . . [SEP],Boston United F . C .,Boston United F . C .,1,Boston United F . C .,1,-1.55681
[CLS] Alexandros:2 Zeris:2 plays with Larissa:2 F . C . . [SEP],Larissa:2 F . C .,Larissa:2 F . C .,1,Larissa:2 F . C .,1,-0.43725
[CLS] Charles Casali:2 plays with BSC:2 Young Boys . [SEP],BSC:2 Young Boys,BSC:2 Young Boys,1,BSC:2 Young Boys,1,-1.90132
[CLS] Noel Whelan:3 plays with Dunfermline:5 Athletic F . C . . [SEP],Dunfermline:5 Athletic F . C .,Dunfermline:5 Athletic F . C .,1,Dunfermline:5 Athletic F . C .,1,-0.43766
[CLS] Mileta:2 Radulović:3 plays with OFK:2 Bar . [SEP],OFK:2 Bar,OFK:2 Bar,1,OFK:2 Bar,1,-5.42735
[CLS] Anıl:2 Abanoz:3 plays with Tepecik:3 B . S . . [SEP],Tepecik:3 B . S .,Tepecik:3 B . S .,1,Tepecik:3 B . S .,1,-3.14083
[CLS] Daniel Jara:2 Martínez plays with San Marino Calcio . [SEP],San Marino Calcio,San Marino Calcio,1,San Marino Calcio,1,-1.03609
[CLS] Dejan:2 Peković:2 plays with Puebla F . C . . [SEP],Puebla F . C .,Puebla F . C .,1,Puebla F . C .,1,-1.84286
[CLS] Malcolm Walker plays with Green Bay Packers . [SEP],Green Bay Packers,Green Bay Packers,1,Green Bay Packers,1,-0.63238
[CLS] Ken Wookey:2 plays with Newport County A . F . C . . [SEP],Newport County A . F . C .,Newport County A . F . C .,1,Newport County A . F . C .,1,-1.41572
[CLS] David Artell:2 plays with Chester City F . C . . [SEP],Chester City F . C .,Chester City F . C .,1,Chester City F . C .,1,-1.34514
[CLS] Aleksandar Živković:3 plays with Yugoslavia national football team . [SEP],Yugoslavia national football team,Yugoslavia national football team,1,Yugoslavia national football team,1,-1.55113
[CLS] Igor Sapronov:3 plays with FC Dnepr:2 Smolensk:3 . [SEP],FC Dnepr:2 Smolensk:3,FC Dnepr:2 Smolensk:3,1,FC Dnepr:2 Smolensk:3,1,-0.63761
[CLS] Ibrahima:2 Touré:2 plays with Wydad:3 Casablanca . [SEP],Wydad:3 Casablanca,Wydad:3 Casablanca,1,Wydad:3 Casablanca,1,-2.19168
[CLS] Carlos Hyde plays with San Francisco 49ers:2 . [SEP],San Francisco 49ers:2,San Francisco 49ers:2,1,San Francisco 49ers:2,1,-0.42650
[CLS] Paul Turnbull:2 plays with Macclesfield:3 Town F . C . . [SEP],Macclesfield:3 Town F . C .,Macclesfield:3 Town F . C .,1,Macclesfield:3 Town F . C .,1,-0.49082
[CLS] Walter Metcalf:3 plays with Brentford:2 F . C . . [SEP],Brentford:2 F . C .,Brentford:2 F . C .,1,Brentford:2 F . C .,1,-0.60576
[CLS] Richard Alston:2 plays with Cleveland Browns . [SEP],Cleveland Browns,Cleveland Browns,1,Cleveland Browns,1,-1.47874
[CLS] Kim Do - heon:2 plays with Seongnam:3 FC . [SEP],Seongnam:3 FC,Seongnam:3 FC,1,Seongnam:3 FC,1,-1.41627
[CLS] Roger Smith plays with New Zealand national football team . [SEP],New Zealand national football team,New Zealand national football team,1,New Zealand national football team,1,-0.33551
[CLS] Brandon Browner:2 plays with Seattle Seahawks:2 . [SEP],Seattle Seahawks:2,Seattle Seahawks:2,1,Seattle Seahawks:2,1,-1.10248
[CLS] Jung Sung - ryong:2 plays with Kawasaki Frontale:2 . [SEP],Kawasaki Frontale:2,Kawasaki Frontale:2,1,Kawasaki Frontale:2,1,-1.68906
[CLS] Slaviša:4 Mitrović:3 plays with Shabab:2 Al Ahli Club . [SEP],Shabab:2 Al Ahli Club,Shabab:2 Al Ahli Club,1,Shabab:2 Al Ahli Club,1,-2.59943
[CLS] Milan Vissie:2 plays with Jong Ajax . [SEP],Jong Ajax,Jong Ajax,1,Jong Ajax,1,-3.98087
[CLS] Andreas Isaksson:3 plays with Sweden national football team . [SEP],Sweden national football team,Sweden national football team,1,Sweden national football team,1,-0.64031
[CLS] Thomas Tennebø:3 plays with Fana:2 IL . [SEP],Fana:2 IL,Fana:2 IL,1,Fana:2 IL,1,-4.58228
[CLS] Roger Peckinpaugh:4 plays with Chicago White Sox . [SEP],Chicago White Sox,Chicago White Sox,1,Chicago White Sox,1,-1.90606
[CLS] Gaetano D ' Agostino plays with Lupa:2 Roma F . C . . [SEP],Lupa:2 Roma F . C .,Lupa:2 Roma F . C .,1,Lupa:2 Roma F . C .,1,-3.05587
[CLS] Bill Hegarty:3 plays with Pittsburgh Steelers . [SEP],Pittsburgh Steelers,Pittsburgh Steelers,1,Pittsburgh Steelers,1,-1.54572
[CLS] Vladimír Táborský:3 plays with Czechoslovakia national football team . [SEP],Czechoslovakia national football team,Czechoslovakia national football team,1,Czechoslovakia national football team,1,-1.22423
[CLS] Nemanja:2 Bošković:3 plays with FK Proleter:3 Novi Sad . [SEP],FK Proleter:3 Novi Sad,FK Proleter:3 Novi Sad,1,FK Proleter:3 Novi Sad,1,-0.45617
[CLS] Brad Muster:2 plays with New Orleans Saints . [SEP],New Orleans Saints,New Orleans Saints,1,New Orleans Saints,1,-0.43150
[CLS] Richard Hughes plays with Atalanta:2 B . C . . [SEP],Atalanta:2 B . C .,Atalanta:2 B . C .,1,Atalanta:2 B . C .,1,-1.40022
[CLS] Bill Chamberlain plays with Memphis Sounds . [SEP],Memphis Sounds,Memphis Sounds,1,Memphis Sounds,1,-8.34429
[CLS] Strati:2 Iliev:3 plays with Tampere United . [SEP],Tampere United,Tampere United,1,Tampere United,1,-4.16710
[CLS] Henrique de Jesus Bernardo plays with S . C . Corinthians Paulista . [SEP],S . C . Corinthians Paulista,S . C . Corinthians Paulista,1,S . C . Corinthians Paulista,1,-0.97956
[CLS] Steve Norton plays with Wakefield Trinity . [SEP],Wakefield Trinity,Wakefield Trinity,1,Wakefield Trinity,1,-3.00255
[CLS] Tarun:2 Dey:2 plays with India national football team . [SEP],India national football team,India national football team,1,India national football team,1,-1.40840
[CLS] Kris Johnson plays with Pittsburgh Pirates . [SEP],Pittsburgh Pirates,Pittsburgh Pirates,1,Pittsburgh Pirates,1,-2.47629
[CLS] Chuck Mercein:3 plays with New York Jets . [SEP],New York Jets,New York Jets,1,New York Jets,1,-1.52188
[CLS] Léo Lacroix:2 plays with FC Sion . [SEP],FC Sion,FC Sion,1,FC Sion,1,-2.90612
[CLS] Ralph Bean plays with North Village Rams . [SEP],North Village Rams,North Village Rams,1,North Village Rams,1,-8.31652
[CLS] Davit:2 Mchedlishvili:5 plays with FC Ameri:2 Tbilisi . [SEP],FC Ameri:2 Tbilisi,FC Ameri:2 Tbilisi,1,FC Ameri:2 Tbilisi,1,-4.56948
[CLS] Jack Lornie:2 plays with Leicester City F . C . . [SEP],Leicester City F . C .,Leicester City F . C .,1,Leicester City F . C .,1,-0.84091
[CLS] Artyom:3 Mitasov:3 plays with FC Shinnik:2 Yaroslavl:4 . [SEP],FC Shinnik:2 Yaroslavl:4,FC Shinnik:2 Yaroslavl:4,1,FC Shinnik:2 Yaroslavl:4,1,-2.45967
[CLS] Edell:2 Shepherd plays with Chicago Bears . [SEP],Chicago Bears,Chicago Bears,1,Chicago Bears,1,-5.60896
[CLS] Renato Cesarini:2 plays with Juventus F . C . . [SEP],Juventus F . C .,Juventus F . C .,1,Juventus F . C .,1,-0.49138
[CLS] Rodney So ' oialo:3 plays with New Zealand national rugby union team . [SEP],New Zealand national rugby union team,New Zealand national rugby union team,1,New Zealand national rugby union team,1,-0.29181
[CLS] Kerri:2 Gardin:2 plays with Washington Mystics:2 . [SEP],Washington Mystics:2,Washington Mystics:2,1,Washington Mystics:2,1,-4.80696
[CLS] Alan O ' Hara plays with Cleveland City Stars . [SEP],Cleveland City Stars,Cleveland City Stars,1,Cleveland City Stars,1,-7.08524
[CLS] Jan Ove Pedersen plays with SC Schwarz - Weiß Bregenz:3 . [SEP],SC Schwarz - Weiß Bregenz:3,SC Schwarz - Weiß Bregenz:3,1,SC Schwarz - Weiß Bregenz:3,1,-1.58618
[CLS] Walt Williams plays with Toronto Raptors:2 . [SEP],Toronto Raptors:2,Toronto Raptors:2,1,Toronto Raptors:2,1,-1.65417
[CLS] Bill George plays with Chicago Bears . [SEP],Chicago Bears,Chicago Bears,1,Chicago Bears,1,-5.29154
[CLS] Hans - Georg Schwarzenbeck:3 plays with FC Bayern Munich . [SEP],FC Bayern Munich,FC Bayern Munich,1,FC Bayern Munich,1,-0.69491
[CLS] Anton Strålman:3 plays with Toronto Maple Leafs . [SEP],Toronto Maple Leafs,Toronto Maple Leafs,1,Toronto Maple Leafs,1,-0.40641
[CLS] Harvey Bischop:3 plays with PEC:2 Zwolle . [SEP],PEC:2 Zwolle,PEC:2 Zwolle,1,PEC:2 Zwolle,1,-3.09171
[CLS] Park Chul:2 - hyung:2 plays with Jeju:2 United FC . [SEP],Jeju:2 United FC,Jeju:2 United FC,1,Jeju:2 United FC,1,-2.00835
[CLS] Acie:2 Law plays with Olympiacos:2 B . C . . [SEP],Olympiacos:2 B . C .,Olympiacos:2 B . C .,1,Olympiacos:2 B . C .,1,-1.84535
[CLS] Constantinos:2 Samaras:2 plays with Olympiakos:2 Nicosia:2 FC . [SEP],Olympiakos:2 Nicosia:2 FC,Olympiakos:2 Nicosia:2 FC,1,Olympiakos:2 Nicosia:2 FC,1,-0.93957
[CLS] Rick Jones plays with Boston Red Sox . [SEP],Boston Red Sox,Boston Red Sox,1,Boston Red Sox,1,-1.02876
[CLS] Jimmy Heale:2 plays with Bristol City F . C . . [SEP],Bristol City F . C .,Bristol City F . C .,1,Bristol City F . C .,1,-0.88436
[CLS] John Owens plays with Las Vegas Raiders . [SEP],Las Vegas Raiders,Las Vegas Raiders,1,Las Vegas Raiders,1,-2.15060
[CLS] Emmanuel Dieseruvwe:3 plays with Chesterfield:2 F . C . . [SEP],Chesterfield:2 F . C .,Chesterfield:2 F . C .,1,Chesterfield:2 F . C .,1,-0.62210
[CLS] Zurab:2 Menteshashvili:5 plays with FC Alania:2 Vladikavkaz:4 . [SEP],FC Alania:2 Vladikavkaz:4,FC Alania:2 Vladikavkaz:4,1,FC Alania:2 Vladikavkaz:4,1,-1.28718
[CLS] Adebayo:3 Akinfenwa:4 plays with Millwall:2 F . C . . [SEP],Millwall:2 F . C .,Millwall:2 F . C .,1,Millwall:2 F . C .,1,-0.41662
[CLS] Steve Cronin:3 plays with Portland Timbers:2 . [SEP],Portland Timbers:2,Portland Timbers:2,1,Portland Timbers:2,1,-0.94468
[CLS] Jeff Russell plays with Boston Red Sox . [SEP],Boston Red Sox,Boston Red Sox,1,Boston Red Sox,1,-1.14556
[CLS] Bogie:2 Roberts plays with Manchester United F . C . . [SEP],Manchester United F . C .,Manchester United F . C .,1,Manchester United F . C .,1,-0.76550
[CLS] Sandy McMahon plays with Hibernian:3 F . C . . [SEP],Hibernian:3 F . C .,Hibernian:3 F . C .,1,Hibernian:3 F . C .,1,-0.27591
[CLS] David Clarkson plays with Bristol City F . C . . [SEP],Bristol City F . C .,Bristol City F . C .,1,Bristol City F . C .,1,-0.92780
[CLS] Casey Dunning:2 plays with Birmingham & Solihull:3 R . F . C . . [SEP],Birmingham & Solihull:3 R . F . C .,Birmingham & Solihull:3 R . F . C .,1,Birmingham & Solihull:3 R . F . C .,1,-1.75558
[CLS] Justin Fashanu:3 plays with Nottingham Forest F . C . . [SEP],Nottingham Forest F . C .,Nottingham Forest F . C .,1,Nottingham Forest F . C .,1,-0.16545
[CLS] Jack Eames:2 plays with Richmond Football Club . [SEP],Richmond Football Club,Richmond Football Club,1,Richmond Football Club,1,-2.82405
[CLS] Todd Sears plays with San Diego Padres:2 . [SEP],San Diego Padres:2,San Diego Padres:2,1,San Diego Padres:2,1,-0.23871
[CLS] Max Ferdinand plays with Baltimore Blast . [SEP],Baltimore Blast,Baltimore Blast,1,Baltimore Blast,1,-6.56023
[CLS] Martin Buchan:2 plays with Scotland national football team . [SEP],Scotland national football team,Scotland national football team,1,Scotland national football team,1,-1.89236
[CLS] Alan Bennett plays with Republic of Ireland national football team . [SEP],Republic of Ireland national football team,Republic of Ireland national football team,1,Republic of Ireland national football team,1,-0.58268
[CLS] David Loverne:2 plays with Detroit Lions . [SEP],Detroit Lions,Detroit Lions,1,Detroit Lions,1,-4.60620
[CLS] Ken McRae:4 plays with Toronto Maple Leafs . [SEP],Toronto Maple Leafs,Toronto Maple Leafs,1,Toronto Maple Leafs,1,-0.24396
[CLS] Ville Laine:2 plays with Ilves:2 . [SEP],Ilves:2,Ilves:2,1,Ilves:2,1,-4.54203
[CLS] Francis Lee plays with England national football team . [SEP],England national football team,England national football team,1,England national football team,1,-1.30258
[CLS] Walter Moser plays with Boston Red Sox . [SEP],Boston Red Sox,Boston Red Sox,1,Boston Red Sox,1,-1.13904
[CLS] Kerry Foley plays with Collingwood:3 Football Club . [SEP],Collingwood:3 Football Club,Collingwood:3 Football Club,1,Collingwood:3 Football Club,1,-0.43732
[CLS] Lee Feeney:3 plays with Shamrock:3 Rovers F . C . . [SEP],Shamrock:3 Rovers F . C .,Shamrock:3 Rovers F . C .,1,Shamrock:3 Rovers F . C .,1,-0.21587
[CLS] Orrin:2 Thompson plays with Miami Dolphins:2 . [SEP],Miami Dolphins:2,Miami Dolphins:2,1,Miami Dolphins:2,1,-0.80417
[CLS] Mickaël:3 Ménétrier:4 plays with F91:2 Dudelange:3 . [SEP],F91:2 Dudelange:3,F91:2 Dudelange:3,1,F91:2 Dudelange:3,1,-3.15277
[CLS] David Flynn plays with Penn FC . [SEP],Penn FC,Penn FC,1,Penn FC,1,-8.79180
[CLS] Carlos Peucelle:2 plays with Argentina national football team . [SEP],Argentina national football team,Argentina national football team,1,Argentina national football team,1,-1.08104
[CLS] Josh Boone plays with BC Khimki:2 . [SEP],BC Khimki:2,BC Khimki:2,1,BC Khimki:2,1,-2.74402
[CLS] Gennady:3 Churilov:3 plays with Lokomotiv:2 Yaroslavl:4 . [SEP],Lokomotiv:2 Yaroslavl:4,Lokomotiv:2 Yaroslavl:4,1,Lokomotiv:2 Yaroslavl:4,1,-0.37714
[CLS] Bruce Dowie:2 plays with Toronto Maple Leafs . [SEP],Toronto Maple Leafs,Toronto Maple Leafs,1,Toronto Maple Leafs,1,-0.26062
[CLS] Artem:2 Sukhotskyi:5 plays with FC Dynamo Kyiv:2 . [SEP],FC Dynamo Kyiv:2,FC Dynamo Kyiv:2,1,FC Dynamo Kyiv:2,1,-0.36095
[CLS] Niek:2 te Veluwe:3 plays with De Graafschap:3 . [SEP],De Graafschap:3,De Graafschap:3,1,De Graafschap:3,1,-0.17072
[CLS] Jack Morfitt:3 plays with Blackpool F . C . . [SEP],Blackpool F . C .,Blackpool F . C .,1,Blackpool F . C .,1,-0.90767
[CLS] Paul Heffernan:3 plays with Sheffield Wednesday F . C . . [SEP],Sheffield Wednesday F . C .,Sheffield Wednesday F . C .,1,Sheffield Wednesday F . C .,1,-0.33103
[CLS] Kahê:3 plays with Oeste Futebol Clube . [SEP],Oeste Futebol Clube,Oeste Futebol Clube,1,Oeste Futebol Clube,1,-2.69350
[CLS] Caesar Jenkyns:3 plays with Manchester United F . C . . [SEP],Manchester United F . C .,Manchester United F . C .,1,Manchester United F . C .,1,-0.51063
[CLS] Thomas Coulter:3 plays with Chicago Blackhawks:2 . [SEP],Chicago Blackhawks:2,Chicago Blackhawks:2,1,Chicago Blackhawks:2,1,-3.07415
[CLS] Winford:2 Hood plays with Denver Broncos . [SEP],Denver Broncos,Denver Broncos,1,Denver Broncos,1,-1.41519
[CLS] Michał Renusz:2 plays with Arka:2 Gdynia:2 . [SEP],Arka:2 Gdynia:2,Arka:2 Gdynia:2,1,Arka:2 Gdynia:2,1,-0.78842
[CLS] Dicky:2 Moegle:2 plays with Dallas Cowboys . [SEP],Dallas Cowboys,Dallas Cowboys,1,Dallas Cowboys,1,-1.26476
[CLS] Yigal:2 Antebi:2 plays with Israel national football team . [SEP],Israel national football team,Israel national football team,1,Israel national football team,1,-0.94231
[CLS] Sonja Petrović:2 plays with WBC Spartak Moscow Region . [SEP],WBC Spartak Moscow Region,WBC Spartak Moscow Region,1,WBC Spartak Moscow Region,1,-8.20283
[CLS] Bruce Anderson plays with Washington Redskins:2 . [SEP],Washington Redskins:2,Washington Redskins:2,1,Washington Redskins:2,1,-0.82853
[CLS] Maximiliano:2 Amondarain:3 plays with Cardiff City F . C . . [SEP],Cardiff City F . C .,Cardiff City F . C .,1,Cardiff City F . C .,1,-1.07141
[CLS] Terry Clawson:3 plays with Hull Kingston Rovers . [SEP],Hull Kingston Rovers,Hull Kingston Rovers,1,Hull Kingston Rovers,1,-1.47291
[CLS] Elie:2 Ikangu:3 plays with New York Red Bulls . [SEP],New York Red Bulls,New York Red Bulls,1,New York Red Bulls,1,-0.94208
[CLS] Steven Thomson plays with Dover Athletic F . C . . [SEP],Dover Athletic F . C .,Dover Athletic F . C .,1,Dover Athletic F . C .,1,-1.65432
[CLS] Khaldoun:4 Al - Khawaldeh:4 plays with Al - Faisaly:3 FC . [SEP],Al - Faisaly:3 FC,Al - Faisaly:3 FC,1,Al - Faisaly:3 FC,1,-2.00807
[CLS] Kirill:2 Nababkin:3 plays with Russia national football team . [SEP],Russia national football team,Russia national football team,1,Russia national football team,1,-0.31607
[CLS] Karel Pešek:2 plays with AC Sparta Prague . [SEP],AC Sparta Prague,AC Sparta Prague,1,AC Sparta Prague,1,-1.72324
[CLS] Farhan:2 Shakor:2 plays with Al - Zawra:3 ' a SC . [SEP],Al - Zawra:3 ' a SC,Al - Zawra:3 ' a SC,1,Al - Zawra:3 ' a SC,1,-2.79549
[CLS] Chris Curran:2 plays with Collingwood:3 Football Club . [SEP],Collingwood:3 Football Club,Collingwood:3 Football Club,1,Collingwood:3 Football Club,1,-0.41771
[CLS] Charlie Puleo:3 plays with New York Mets . [SEP],New York Mets,New York Mets,1,New York Mets,1,-1.67563
[CLS] Sasha Victorine:2 plays with Los Angeles Galaxy . [SEP],Los Angeles Galaxy,Los Angeles Galaxy,1,Los Angeles Galaxy,1,-1.68973
[CLS] David Richards plays with New England Patriots . [SEP],New England Patriots,New England Patriots,1,New England Patriots,1,-0.69730
[CLS] Deion:2 Sanders plays with Baltimore Ravens:2 . [SEP],Baltimore Ravens:2,Baltimore Ravens:2,1,Baltimore Ravens:2,1,-0.96379
[CLS] Jim Montgomery plays with Indiana Hoosiers:3 . [SEP],Indiana Hoosiers:3,Indiana Hoosiers:3,1,Indiana Hoosiers:3,1,-2.56643
[CLS] Dan Robson plays with Gloucester Rugby . [SEP],Gloucester Rugby,Gloucester Rugby,1,Gloucester Rugby,1,-5.46875
[CLS] Yoann:2 Folly:3 plays with Aberdeen F . C . . [SEP],Aberdeen F . C .,Aberdeen F . C .,1,Aberdeen F . C .,1,-1.16350
[CLS] Shawn Wooten:2 plays with Boston Red Sox . [SEP],Boston Red Sox,Boston Red Sox,1,Boston Red Sox,1,-1.07224
[CLS] Milt:2 Stegall:3 plays with Winnipeg Blue Bombers:2 . [SEP],Winnipeg Blue Bombers:2,Winnipeg Blue Bombers:2,1,Winnipeg Blue Bombers:2,1,-0.47651
[CLS] Brodrick:2 Bunkley:3 plays with Philadelphia Eagles . [SEP],Philadelphia Eagles,Philadelphia Eagles,1,Philadelphia Eagles,1,-2.90130
[CLS] Giancarlo Cadè:3 plays with Atalanta:2 B . C . . [SEP],Atalanta:2 B . C .,Atalanta:2 B . C .,1,Atalanta:2 B . C .,1,-0.89125
[CLS] Clif:2 Groce:3 plays with Cincinnati Bengals:2 . [SEP],Cincinnati Bengals:2,Cincinnati Bengals:2,1,Cincinnati Bengals:2,1,-2.29390
[CLS] Chris Nielsen plays with Columbus Blue Jackets:2 . [SEP],Columbus Blue Jackets:2,Columbus Blue Jackets:2,1,Columbus Blue Jackets:2,1,-0.91074
[CLS] John Baker plays with Shreveport:4 Steamer:2 . [SEP],Shreveport:4 Steamer:2,Shreveport:4 Steamer:2,1,Shreveport:4 Steamer:2,1,-1.70233
[CLS] Matt Johnson plays with Los Angeles Kings . [SEP],Los Angeles Kings,Los Angeles Kings,1,Los Angeles Kings,1,-1.78200
[CLS] Walt Lautenbach:2 plays with Sheboygan:3 Red Skins:2 . [SEP],Sheboygan:3 Red Skins:2,Sheboygan:3 Red Skins:2,1,Sheboygan:3 Red Skins:2,1,-3.59835
[CLS] William Sarvis:2 plays with Manchester United F . C . . [SEP],Manchester United F . C .,Manchester United F . C .,1,Manchester United F . C .,1,-0.57912
[CLS] Mario Bossi:2 plays with A . S . Roma . [SEP],A . S . Roma,A . S . Roma,1,A . S . Roma,1,-1.70452
[CLS] Ryan Finnie:2 plays with Hamilton Academical:2 F . C . . [SEP],Hamilton Academical:2 F . C .,Hamilton Academical:2 F . C .,1,Hamilton Academical:2 F . C .,1,-1.08732
[CLS] James Metcalfe:3 plays with Wakefield Trinity . [SEP],Wakefield Trinity,Wakefield Trinity,1,Wakefield Trinity,1,-3.86544
[CLS] Ársæll:4 Kristjánsson:4 plays with Iceland national football team . [SEP],Iceland national football team,Iceland national football team,1,Iceland national football team,1,-0.47611
[CLS] Micky:2 Fenton:2 plays with Middlesbrough F . C . . [SEP],Middlesbrough F . C .,Middlesbrough F . C .,1,Middlesbrough F . C .,1,-0.59732
[CLS] Dave Walker plays with Burnley:2 F . C . . [SEP],Burnley:2 F . C .,Burnley:2 F . C .,1,Burnley:2 F . C .,1,-0.60092
[CLS] Britt Assombalonga:4 plays with Peterborough United F . C . . [SEP],Peterborough United F . C .,Peterborough United F . C .,1,Peterborough United F . C .,1,-1.09812
[CLS] Shiva Shrestha:4 plays with Manang:2 Marshyangdi:3 Club . [SEP],Manang:2 Marshyangdi:3 Club,Manang:2 Marshyangdi:3 Club,1,Manang:2 Marshyangdi:3 Club,1,-7.45822
[CLS] Pierre Duhart:2 plays with Uruguay national football team . [SEP],Uruguay national football team,Uruguay national football team,1,Uruguay national football team,1,-2.19866
[CLS] David Vržogić:5 plays with Dynamo Dresden . [SEP],Dynamo Dresden,Dynamo Dresden,1,Dynamo Dresden,1,-1.86253
[CLS] Marko Kraljević:3 plays with Balestier:3 Khalsa:3 FC . [SEP],Balestier:3 Khalsa:3 FC,Balestier:3 Khalsa:3 FC,1,Balestier:3 Khalsa:3 FC,1,-4.83164
[CLS] Geoffrey Ward plays with Castleford:2 Tigers . [SEP],Castleford:2 Tigers,Castleford:2 Tigers,1,Castleford:2 Tigers,1,-4.85793
[CLS] Nahuel:3 Guzmán plays with Tigres:2 UANL:2 . [SEP],Tigres:2 UANL:2,Tigres:2 UANL:2,1,Tigres:2 UANL:2,1,-0.22274
[CLS] Willie Mays:2 plays with San Francisco Giants . [SEP],San Francisco Giants,San Francisco Giants,1,San Francisco Giants,1,-0.50298
[CLS] Colin Wilson plays with Hull Kingston Rovers . [SEP],Hull Kingston Rovers,Hull Kingston Rovers,1,Hull Kingston Rovers,1,-2.13377
[CLS] Tom Roberts plays with Wales national rugby union team . [SEP],Wales national rugby union team,Wales national rugby union team,1,Wales national rugby union team,1,-0.50745
[CLS] Fergus:2 Thomson plays with Scotland national rugby union team . [SEP],Scotland national rugby union team,Scotland national rugby union team,1,Scotland national rugby union team,1,-0.58744
[CLS] Davanzo:3 Tate plays with New York Giants . [SEP],New York Giants,New York Giants,1,New York Giants,1,-2.32588
[CLS] Bert MacLachlan:4 plays with Aberdeen F . C . . [SEP],Aberdeen F . C .,Aberdeen F . C .,1,Aberdeen F . C .,1,-1.19315
[CLS] Glenn Murray plays with Stockport:2 County F . C . . [SEP],Stockport:2 County F . C .,Stockport:2 County F . C .,1,Stockport:2 County F . C .,1,-0.39328
[CLS] Tom Haller:2 plays with Detroit Tigers . [SEP],Detroit Tigers,Detroit Tigers,1,Detroit Tigers,1,-3.13659
[CLS] Joe Skibinski:3 plays with Green Bay Packers . [SEP],Green Bay Packers,Green Bay Packers,1,Green Bay Packers,1,-0.45664
[CLS] Bryan Helmer:2 plays with Arizona Coyotes:3 . [SEP],Arizona Coyotes:3,Arizona Coyotes:3,1,Arizona Coyotes:3,1,-0.63191
[CLS] Don Revie:2 plays with The Football League XI . [SEP],The Football League XI,The Football League XI,1,The Football League XI,1,-3.30151
[CLS] Fernando Ricksen:2 plays with Netherlands national football team . [SEP],Netherlands national football team,Netherlands national football team,1,Netherlands national football team,1,-1.35228
