sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] A . K . Antony is a member of the [MASK] [MASK] [MASK] political party . [SEP],A . K,Indian National Congress,0,Indian National Congress,0,-0.96108
[CLS] Gustav Sobottka:3 is a member of the [MASK] [MASK] political party . [SEP],Sobot:2,Communist Party of Germany,0,Communist Party of Germany,0,-0.56655
[CLS] Chandresh:3 Patel Kordia:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.73175
[CLS] Özkan:3 Yorgancıoğlu:4 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Republican Turkish Party,0,Republican Turkish Party,0,-0.97911
[CLS] Cora:2 Taylor Casselman:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada,0,Liberal Party of Canada,0,-0.46831
[CLS] Tom Froese is a member of the [MASK] [MASK] political party . [SEP],United States,Progressive Conservative Party of Ontario,0,Progressive Conservative Party of Ontario,0,-0.57783
[CLS] Prosper:2 Poullet:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Catholic Party,0,Catholic Party,0,-0.69274
[CLS] María Sornosa:3 Martinez is a member of the [MASK] [MASK] [MASK] political party . [SEP],Sornosa:3,Spanish Socialist Workers ' Party,0,Spanish Socialist Workers ' Party,0,-1.09677
[CLS] Xu Qinxian:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of China,Communist Party of China,0,Communist Party of China,0,-0.57089
[CLS] Tarun:2 Ram Phukan:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,Indian National Congress,0,Indian National Congress,0,-0.96504
[CLS] Hanna Suchocka:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Poland,Democratic Union,0,Democratic Union,0,-1.16986
[CLS] Saddam Hussein is a member of the [MASK] [MASK] political party . [SEP],Sunni:2,Ba ' ath:2 Party,0,Ba ' ath:2 Party,0,-0.25217
[CLS] Rama Devi is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.89070
[CLS] Hemchandra:4 Burman:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.65738
[CLS] Michel Roussin:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Rally for the Republic,0,Rally for the Republic,0,-1.29844
[CLS] Hugo Vandenberghe:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Christian Democratic and Flemish:3,0,Christian Democratic and Flemish:3,0,-0.83060
[CLS] Tjeerd:3 van Dekken:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Labour Party,0,Labour Party,0,-1.14410
[CLS] Yasutoshi:4 Nishimura:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Nishimura:3,Liberal Democratic Party,0,Liberal Democratic Party,0,-0.04293
[CLS] Freya:2 Piryns:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,Groen:2,0,Groen:2,0,-0.79445
[CLS] Roman Zambrowski:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Poland,Polish Workers ' Party,0,Polish Workers ' Party,0,-1.02424
[CLS] John McMillan:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada,0,Liberal Party of Canada,0,-0.21480
[CLS] Bashir:2 Ahmad is a member of the [MASK] [MASK] political party . [SEP],Bangladesh Bangladesh,Scottish National Party,0,Scottish National Party,0,-1.08521
[CLS] Alfons Gorbach:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Gorbach:3,Austrian People ' s Party,0,Austrian People ' s Party,0,-0.74056
[CLS] Odd Holten:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Christian Democratic Party,0,Christian Democratic Party,0,-0.70226
[CLS] Harcharan:3 Singh Balli:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,Indian National Congress,0,Indian National Congress,0,-0.69234
[CLS] Rafael Erich is a member of the [MASK] [MASK] [MASK] political party . [SEP],K K K,National Coalition Party,0,National Coalition Party,0,-0.76494
[CLS] Margareta Cederfelt:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],socialdemokrata:4,Moderate:2 Party,0,Moderate:2 Party,0,-0.91979
[CLS] Ernst Damzog:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Social Party,Nazi Party,0,Nazi Party,0,-0.90150
[CLS] Brij:2 Bhushan:3 Mehra:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Indian National Congress,0,Indian National Congress,0,-0.62762
[CLS] Dianne:2 Yates is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,New Zealand Labour Party,0,New Zealand Labour Party,0,-0.37470
[CLS] Raymond Guyot:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],divers - gauche,French Communist Party,0,French Communist Party,0,-0.76579
[CLS] Patricia Ferguson is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Scottish Labour Party,0,Scottish Labour Party,0,-0.32008
[CLS] Maryam:2 Rajavi:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,People ' s Mujahedin:4 of Iran,0,People ' s Mujahedin:4 of Iran,0,-0.80552
[CLS] Johann Baptist Gradl:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Centre Party,0,Centre Party,0,-0.95979
[CLS] Jesús Alcántara:3 Núñez is a member of the [MASK] [MASK] political party . [SEP],Social Social,Institutional:2 Revolutionary Party,0,Institutional:2 Revolutionary Party,0,-0.82417
[CLS] Maragatham:3 K is a member of the [MASK] [MASK] [MASK] political party . [SEP],Maragatham:3,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,-0.03225
[CLS] Neville Roper:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Alberta Social Credit Party,0,Alberta Social Credit Party,0,-0.44066
[CLS] Hashim:2 Safi:2 Al Din is a member of the [MASK] [MASK] political party . [SEP],Safi:2,Hezbollah:3,0,Hezbollah:3,0,-0.28614
[CLS] Derek Nolan is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Labour Party,0,Labour Party,0,-0.44362
[CLS] Andrew Buchanan is a member of the [MASK] [MASK] [MASK] political party . [SEP],Scotland of Scotland,Jacksonian:2 Democracy,0,Jacksonian:2 Democracy,0,-0.84774
[CLS] Amalia Fleming is a member of the [MASK] [MASK] political party . [SEP],United States,Panhellenic:4 Socialist Movement,0,Panhellenic:4 Socialist Movement,0,-0.58823
[CLS] T . Pachamal:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,-1.03229
[CLS] Robert Alexander Walker is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Saskatchewan New Democratic Party,0,Saskatchewan New Democratic Party,0,-0.33830
[CLS] Ingrid Lieten:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Socialist Party Different,0,Socialist Party Different,0,-0.97195
[CLS] Makongoro:3 Nyerere:2 is a member of the [MASK] [MASK] political party . [SEP],Democratic Party,Party of the Revolution,0,Party of the Revolution,0,-1.23714
[CLS] Alasdair:3 Webster is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Australia,0,Liberal Party of Australia,0,-0.24231
[CLS] Wojciech Jaruzelski:3 is a member of the [MASK] [MASK] political party . [SEP],Tor Tor,Polish United Workers ' Party,0,Polish United Workers ' Party,0,-0.30034
[CLS] Charles Langelier:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Quebec Liberal Party,0,Quebec Liberal Party,0,-0.96025
[CLS] Daniel Johnson is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Union Nationale,0,Union Nationale,0,-0.66155
[CLS] Art Staed:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,Iowa Democratic Party,0,Iowa Democratic Party,0,-0.82628
[CLS] Anton Lubowski:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Communist Party of Poland,South - West Africa People ' s Organization,0,South - West Africa People ' s Organization,0,-0.98585
[CLS] George Rankin:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Rankin:2 - Rankin:2,National Party of Australia,0,National Party of Australia,0,-1.19828
[CLS] Robin Richardson is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Canada,0,Progressive Conservative Party of Canada,0,-0.32738
[CLS] Anouchka:3 van Miltenburg:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,People ' s Party for Freedom and Democracy,0,People ' s Party for Freedom and Democracy,0,-0.91816
[CLS] Christian Waber:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Social Party,Federal Democratic Union of Switzerland,0,Federal Democratic Union of Switzerland,0,-1.08345
[CLS] Hartmut:2 Schwesinger:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,Christian Democratic Union,0,Christian Democratic Union,0,-0.69328
[CLS] Najeeb:3 Ahmed is a member of the [MASK] [MASK] political party . [SEP],Pakistan Pakistan,Pakistan Peoples Party,0,Pakistan Peoples Party,0,-0.92105
[CLS] John Eldridge:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Labor Party,0,Australian Labor Party,0,-0.21726
[CLS] Punnulal:3 Mohle:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.74806
[CLS] A . Chelladurai:4 is a member of the [MASK] [MASK] political party . [SEP],Congress Party,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,-0.84707
[CLS] Michael Adye:2 Smith is a member of the [MASK] [MASK] political party . [SEP],Adye:2,Australian Labor Party,0,Australian Labor Party,0,-0.01637
[CLS] Miroslava:2 Němcová:5 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Communist Party of Slovakia,Civic Democratic Party,0,Civic Democratic Party,0,-0.95330
[CLS] Abel Nazario:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,New Progressive Party of Puerto Rico,0,New Progressive Party of Puerto Rico,0,-1.17261
[CLS] Tony Robinson is a member of the [MASK] [MASK] political party . [SEP],United States,Australian Labor Party,0,Australian Labor Party,0,-0.75182
[CLS] Ilie:2 Pintilie:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Ilie:2 Pintilie:3,Romanian Communist Party,0,Romanian Communist Party,0,-0.89825
[CLS] William Schneider is a member of the [MASK] [MASK] [MASK] political party . [SEP],Greensboro:3,Maine Republican Party,0,Maine Republican Party,0,-1.15130
[CLS] Tiruchi:3 Siva:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Bharati:3,Dravida:3 Munnetra:3 Kazhagam:4,0,Dravida:3 Munnetra:3 Kazhagam:4,0,-0.36327
[CLS] Raymond de Roon:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Party for Freedom,0,Party for Freedom,0,-0.86395
[CLS] Donna Kennedy - Glans:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Progressive Conservative Association of Alberta,0,Progressive Conservative Association of Alberta,0,-0.42682
[CLS] Abdulrahman:3 Kinana:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,Party of the Revolution,0,Party of the Revolution,0,-0.82377
[CLS] Archie Gumede:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Gumede:3,African National Congress,0,African National Congress,0,-1.29551
[CLS] Göran Persson is a member of the [MASK] [MASK] political party . [SEP],Göran Persson,Swedish Social Democratic Party,0,Swedish Social Democratic Party,0,-0.06571
[CLS] Reino Paasilinna:4 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],P . P .,Social Democratic Party of Finland,0,Social Democratic Party of Finland,0,-0.94127
[CLS] Bill Routley:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,British Columbia New Democratic Party,0,British Columbia New Democratic Party,0,-0.36758
[CLS] Carlos Raúl Contín:2 is a member of the [MASK] [MASK] political party . [SEP],Contín:2,Radical Civic Union,0,Radical Civic Union,0,-0.50483
[CLS] Mohamed Surty:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Islamic Islamic Islamic,African National Congress,0,African National Congress,0,-0.91796
[CLS] Michelle Courchesne:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Communist Party of Canada,Quebec Liberal Party,0,Quebec Liberal Party,0,-1.44643
[CLS] Ebenezer:2 Vining:2 Bodwell:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada,0,Liberal Party of Canada,0,-0.34451
[CLS] Krishna Bose is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4,All India Trinamool:3 Congress,0,All India Trinamool:3 Congress,0,-0.72143
[CLS] Zoran Zaev:2 is a member of the [MASK] [MASK] political party . [SEP],Serb:2,Social Democratic Union of Macedonia,0,Social Democratic Union of Macedonia,0,-0.51971
[CLS] Ed Lorraine is a member of the [MASK] [MASK] political party . [SEP],United States,Nova Scotia Liberal Party,0,Nova Scotia Liberal Party,0,-0.56603
[CLS] Alexandru Iacob:3 is a member of the [MASK] [MASK] political party . [SEP],Moldovan:2,Romanian Communist Party,0,Romanian Communist Party,0,-0.08379
[CLS] James Johnson is a member of the [MASK] [MASK] political party . [SEP],United States,Labour Party,0,Labour Party,0,-0.47821
[CLS] David Dutremble:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Maine Democratic Party,0,Maine Democratic Party,0,-0.82595
[CLS] Maureen MacDonald is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Nova Scotia New Democratic Party,0,Nova Scotia New Democratic Party,0,-0.26297
[CLS] Rob Fleming is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,British Columbia New Democratic Party,0,British Columbia New Democratic Party,0,-0.39851
[CLS] María Eugenia Campos Galván:2 is a member of the [MASK] [MASK] political party . [SEP],PNV:2,National Action Party,0,National Action Party,0,-0.94224
[CLS] Sanjay:2 Raut:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Shiv:2 Sena,0,Shiv:2 Sena,0,-0.86689
[CLS] Karel Dillen:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,People ' s Union,0,People ' s Union,0,-0.75927
[CLS] Michael Connelly:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,New Zealand Labour Party,0,New Zealand Labour Party,0,-0.29446
[CLS] Erdoğan:2 Bayraktar:3 is a member of the [MASK] [MASK] political party . [SEP],Azerbaijani:2,Justice and Development Party,0,Justice and Development Party,0,-0.34732
[CLS] Franz Six is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Nazi Party,0,Nazi Party,0,-1.20246
[CLS] Sassui:3 Palijo:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Sassui:3 Palijo:2,Pakistan Peoples Party,0,Pakistan Peoples Party,0,-0.48300
[CLS] Darren Grimwade:4 is a member of the [MASK] [MASK] political party . [SEP],Northern Ireland,Liberal National Party of Queensland,0,Liberal National Party of Queensland,0,-0.90738
[CLS] Percy Hordern:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Labor Party,0,Australian Labor Party,0,-0.29946
[CLS] Hans Schaidinger:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Christian Social Union of Bavaria,0,Christian Social Union of Bavaria,0,-0.79351
[CLS] Patrick Minahan:2 is a member of the [MASK] [MASK] political party . [SEP],New Zealand,Australian Labor Party,0,Australian Labor Party,0,-1.14820
[CLS] Gabriel Rodríguez Aguiló:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,New Progressive Party of Puerto Rico,0,New Progressive Party of Puerto Rico,0,-0.61727
[CLS] R . Arunachalam:4 is a member of the [MASK] [MASK] political party . [SEP],Congress Party,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,-0.71426
[CLS] Roderick:2 Blaker:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Liberal Party of Canada,0,Liberal Party of Canada,0,-0.88760
[CLS] K . P . Paramasivam:3 is a member of the [MASK] [MASK] political party . [SEP],Congress Party,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,-0.63834
[CLS] Yitzhak:3 Shamir:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Yitzhak:3 Shamir:2,Likud:2,0,Likud:2,0,-0.78161
[CLS] Luis Barrios Tassano:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],P . P .,Colorado Party,0,Colorado Party,0,-1.16852
[CLS] Debby:2 Carlson is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],S . S .,Liberal Party of Canada,0,Liberal Party of Canada,0,-1.04215
[CLS] Max Allwein:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Christian Social Union of Bavaria,0,Christian Social Union of Bavaria,0,-1.33873
[CLS] Mário Covas:2 is a member of the [MASK] [MASK] political party . [SEP],MS MS,Brazilian Social Democracy Party,0,Brazilian Social Democracy Party,0,-0.58193
[CLS] Bappi:2 Lahiri:3 is a member of the [MASK] [MASK] political party . [SEP],Bappi:2,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.27871
[CLS] Edward Richards is a member of the [MASK] [MASK] political party . [SEP],New York,United Bermuda Party,0,United Bermuda Party,0,-1.09098
[CLS] Peter Pedersen is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Left Party,0,Left Party,0,-1.11375
[CLS] Margareta Israelsson:2 is a member of the [MASK] [MASK] political party . [SEP],Link Link,Swedish Social Democratic Party,0,Swedish Social Democratic Party,0,-0.74567
[CLS] Tetsuma:3 Esaki:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Tōkyō:4,Liberal Democratic Party,0,Liberal Democratic Party,0,-0.55626
[CLS] Vladimir Kryuchkov:4 is a member of the [MASK] [MASK] political party . [SEP],Russian Federation,Communist Party of the Soviet Union,0,Communist Party of the Soviet Union,0,-0.48781
[CLS] Roberto Madrazo:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],People of the Republic,Institutional:2 Revolutionary Party,0,Institutional:2 Revolutionary Party,0,-1.43961
[CLS] Lin Shu - fen:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of China,Democratic Progressive Party,0,Democratic Progressive Party,0,-0.48447
[CLS] Dan Mackinnon:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Australia,0,Liberal Party of Australia,0,-0.34297
[CLS] Mohammad Ali is a member of the [MASK] [MASK] political party . [SEP],Af Af,Telangana:3 Rashtra:3 Samithi:2,0,Telangana:3 Rashtra:3 Samithi:2,0,-1.16476
[CLS] K . V . Subba:2 Reddy:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],P . V .,Indian National Congress,0,Indian National Congress,0,-0.67151
[CLS] María Antonieta:2 Pérez Reyes is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,National Action Party,0,National Action Party,0,-1.14341
[CLS] Dadabhai:3 Naoroji:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Indian National Congress,0,Indian National Congress,0,-0.73041
[CLS] Herbert Sri Nissanka:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Sri Sri Lanka,Sri Lanka Freedom Party,0,Sri Lanka Freedom Party,0,-1.02208
[CLS] Raymond Knops:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Knops:3,Christian Democratic Appeal,0,Christian Democratic Appeal,0,-1.02013
[CLS] Alain Meyer is a member of the [MASK] [MASK] [MASK] political party . [SEP],New New York,Luxembourg Socialist Workers ' Party,0,Luxembourg Socialist Workers ' Party,0,-1.31748
[CLS] John Palmer MacBeth:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Ontario,0,Progressive Conservative Party of Ontario,0,-0.19668
[CLS] Alan Simpson is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Labour Party,1,Labour Party,1,-0.97153
[CLS] Jacek Bogucki:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Poland,Law and Justice,0,Law and Justice,0,-0.88110
[CLS] M . Mayandi:2 Nadar:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],M . B,Indian National Congress,0,Indian National Congress,0,-0.65974
[CLS] Sadifa:2 Khamis:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Nakhtiari:4,Party of the Revolution,0,Party of the Revolution,0,-0.90146
[CLS] Anthony McGuin:4 Rankin:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],"Labour Party , a",Progressive Conservative Party of Ontario,0,Progressive Conservative Party of Ontario,0,-1.29053
[CLS] Norah:2 Beare:2 is a member of the [MASK] [MASK] political party . [SEP],United States,Democratic Unionist:2 Party,0,Democratic Unionist:2 Party,0,-0.68844
[CLS] Vuk:2 Drašković:4 is a member of the [MASK] [MASK] political party . [SEP],Republika Srpska,Serbian Renewal:2 Movement,0,Serbian Renewal:2 Movement,0,-0.12215
[CLS] Alois Stöger:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Social Democratic Party of Austria,0,Social Democratic Party of Austria,0,-1.10613
[CLS] Jenia:2 Taversky:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Russia,Mapai:2,0,Mapai:2,0,-1.12923
[CLS] Peter McMahon is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],New New New New New,Australian Labor Party,0,Australian Labor Party,0,-1.42096
[CLS] Penny Wright is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Greens:2,0,Australian Greens:2,0,-0.35330
[CLS] B . Raja Ravi Varma:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,All India Anna Dravida:3 Munnetra:3 Kazhagam:4,0,-0.78588
[CLS] Aghasi:3 Khanjian:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Aghasi:3 Khanjian:2,Communist Party of the Soviet Union,0,Communist Party of the Soviet Union,0,-0.76815
[CLS] Anna Záborská:4 is a member of the [MASK] [MASK] political party . [SEP],Czech Republic,Christian Democratic Movement,0,Christian Democratic Movement,0,-0.84091
[CLS] Philip Collier is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Australian Labor Party,0,Australian Labor Party,0,-0.43934
[CLS] Sophie Mirabella:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],women ' s,Liberal Party of Australia,0,Liberal Party of Australia,0,-0.90669
[CLS] Hanna Zetterberg:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],socialdemokrata:4,Left Party,0,Left Party,0,-1.11467
[CLS] Bruce Bishop is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Australia,0,Liberal Party of Australia,0,-0.43399
[CLS] Johanna Karimäki:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Ra Ra Ra Ra Ra,Green League,0,Green League,0,-1.13520
[CLS] Hans de Boer is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Christian Democratic Appeal,0,Christian Democratic Appeal,0,-1.19076
[CLS] Karl von Westphalen:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Christian Democratic Union,0,Christian Democratic Union,0,-0.85689
[CLS] Yannis:2 Dragasakis:4 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Communist Party of Greece,0,Communist Party of Greece,0,-0.78409
[CLS] Heinrich Rau:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Socialist Unity Party of Germany,0,Socialist Unity Party of Germany,0,-0.96624
[CLS] Ajay:2 Maroo:2 is a member of the [MASK] [MASK] political party . [SEP],Af Af,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.77869
[CLS] Joseph Jackson Cleary:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Labour Party,0,Labour Party,0,-0.83523
[CLS] Pape Diop:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],A . N,Senegalese:2 Democratic Party,0,Senegalese:2 Democratic Party,0,-1.03072
[CLS] Martine Taelman:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Open Flemish:3 Liberals:2 and Democrats,0,Open Flemish:3 Liberals:2 and Democrats,0,-1.05164
[CLS] Karin Åström:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],socialdemokrata:4,Swedish Social Democratic Party,0,Swedish Social Democratic Party,0,-0.57825
[CLS] Toby Barrett is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Ontario,0,Progressive Conservative Party of Ontario,0,-0.43531
[CLS] Charlotte Anita Whitney is a member of the [MASK] [MASK] political party . [SEP],United States,Communist Labor Party of America,0,Communist Labor Party of America,0,-0.44518
[CLS] James Hurst:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Labor Party,0,Australian Labor Party,0,-0.29075
[CLS] Thorleif:3 Røhn:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],socialdemokrata:4,Nasjonal:2 Samling:2,0,Nasjonal:2 Samling:2,0,-0.94860
[CLS] Enneüs:3 Heerma:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Christian Democratic Appeal,0,Christian Democratic Appeal,0,-1.07754
[CLS] Bob Ives:2 is a member of the [MASK] [MASK] political party . [SEP],United States,Australian Labor Party,0,Australian Labor Party,0,-0.53906
[CLS] Girdhari:4 Lal:2 Bhargava:4 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Bharatiya:4 Janata:2 Party,0,Bharatiya:4 Janata:2 Party,0,-0.79484
[CLS] Glen Little is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Newfoundland and Labrador,0,Progressive Conservative Party of Newfoundland and Labrador,0,-0.28130
[CLS] Clifford Lincoln is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Quebec Liberal Party,0,Quebec Liberal Party,0,-0.45983
[CLS] Lynne Neagle:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Welsh Labour,0,Welsh Labour,0,-0.44667
